league,season,game,minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1,SCA 2,SCA 2
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,70,Robert Lewandowski,Barcelona,0.1,0.0,Blocked,14,Left Foot,,Marc Casado,Pass (Live),Lamine Yamal,Pass (Live)
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,71,Iñigo Martínez,Barcelona,0.06,0.0,Blocked,10,Head,,Raphinha,Pass (Dead),Robert Lewandowski,Shot
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,72,Marc Casado,Barcelona,0.03,0.0,Blocked,27,Right Foot,,Iñigo Martínez,Shot,,
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,85,Pedri,Barcelona,0.03,0.0,Off Target,29,Right Foot,,Raphinha,Pass (Live),Marc Casado,Pass (Live)
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,90+1,Marc Casado,Barcelona,0.22,0.0,Off Target,10,Left Foot,,Gerard Martín,Pass (Live),Pau Victor,Pass (Live)
ESP-La Liga,2425,2024-08-17 Valencia-Barcelona,90+4,Robert Lewandowski,Barcelona,0.06,0.0,Off Target,13,Left Foot,Volley,Pau Victor,Pass (Live),,
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,5,Dani Rodríguez,Mallorca,0.08,0.0,Off Target,16,Left Foot,,Johan Mojica,Pass (Live),Sergi Darder,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,5,Samu Costa,Mallorca,0.02,0.06,Saved,24,Left Foot,,Pablo Maffeo,Pass (Live),Sergi Darder,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,13,Rodrygo,Real Madrid,0.07,0.8,Goal,16,Right Foot,,Vinicius Júnior,Pass (Live),,
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,18,Rodrygo,Real Madrid,0.07,0.06,Saved,14,Right Foot,,Vinicius Júnior,Pass (Live),Vinicius Júnior,Take-On
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,21,Antonio Rüdiger,Real Madrid,0.02,0.0,Off Target,34,Right Foot,,Rodrygo,Pass (Live),Federico Valverde,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,25,Kylian Mbappé,Real Madrid,0.14,0.0,Off Target,6,Right Foot,,Vinicius Júnior,Pass (Live),Rodrygo,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,37,Dani Rodríguez,Mallorca,0.06,0.0,Off Target,11,Head,,Pablo Maffeo,Pass (Live),Samu Costa,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,42,Vedat Muriqi,Mallorca,0.29,0.29,Saved,3,Left Foot,,Takuma Asano,Shot,,
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,42,Takuma Asano,Mallorca,0.02,0.05,Saved,14,Left Foot,,Johan Mojica,Pass (Live),Johan Mojica,Take-On
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,47,Éder Militão,Real Madrid,0.02,0.0,Blocked,32,Right Foot,,Vinicius Júnior,Pass (Live),Federico Valverde,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,53,Vedat Muriqi,Mallorca,0.12,0.15,Goal,9,Head,,Dani Rodríguez,Pass (Dead),Dani Rodríguez,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,56,Vedat Muriqi,Mallorca,0.03,0.05,Saved,14,Head,,Samu Costa,Pass (Live),Pablo Maffeo,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,61,Vinicius Júnior,Real Madrid,0.03,0.0,Off Target,22,Right Foot,,Jude Bellingham,Pass (Live),Rodrygo,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,62,Kylian Mbappé,Real Madrid,0.02,0.22,Saved,17,Right Foot,Deflected,Jude Bellingham,Pass (Live),Aurélien Tchouaméni,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,64,Vinicius Júnior,Real Madrid,0.03,0.0,Blocked,27,Left Foot,,Federico Valverde,Pass (Live),Luka Modrić,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,68,Samu Costa,Mallorca,0.02,0.0,Off Target,28,Left Foot,,Vedat Muriqi,Pass (Live),Antonio Raillo,Pass (Dead)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,70,Kylian Mbappé,Real Madrid,0.09,0.14,Saved,11,Left Foot,,Luka Modrić,Pass (Live),Federico Valverde,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,71,Kylian Mbappé,Real Madrid,0.05,0.0,Off Target,17,Right Foot,,Dani Carvajal,Pass (Live),Luka Modrić,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,75,Johan Mojica,Mallorca,0.02,0.0,Off Target,33,Left Foot,,Manu Morlanes,Pass (Live),Omar Mascarell,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,81,Rodrygo,Real Madrid,0.02,0.0,Blocked,25,Right Foot,,Vinicius Júnior,Pass (Live),Jude Bellingham,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,81,Luka Modrić,Real Madrid,0.02,0.01,Saved,27,Left Foot,,Vinicius Júnior,Pass (Live),Jude Bellingham,Pass (Dead)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,87,Antonio Sánchez,Mallorca,0.06,0.0,Blocked,21,Right Foot,Volley,Manu Morlanes,Pass (Live),Johan Mojica,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,87,Antonio Sánchez,Mallorca,0.08,0.0,Off Target,15,Right Foot,,Antonio Sánchez,Shot,,
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,89,Antonio Sánchez,Mallorca,0.23,0.0,Off Target,17,Left Foot,,Manu Morlanes,Pass (Live),Cyle Larin,Pass (Live)
ESP-La Liga,2425,2024-08-18 Mallorca-Real Madrid,90+4,Luka Modrić,Real Madrid,0.03,0.0,Off Target,31,Right Foot,,Brahim Díaz,Pass (Live),Antonio Rüdiger,Pass (Live)
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,1,Andrei Ratiu,Rayo Vallecano,0.32,0.0,Blocked,6,Right Foot,,Óscar Valentín,Pass (Live),Randy Nteka,Pass (Dead)
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,1,Isaac Palazón Camacho,Rayo Vallecano,0.0,0.0,Blocked,31,Left Foot,,Unai López,Pass (Live),Isaac Palazón Camacho,Pass (Live)
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,1,Alfonso Espino,Rayo Vallecano,0.01,0.0,Off Target,38,Left Foot,Volley,Isaac Palazón Camacho,Shot,,
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,11,Adri Embarba,Rayo Vallecano,0.03,0.0,Off Target,20,Right Foot,,Randy Nteka,Pass (Live),Alfonso Espino,Pass (Dead)
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,12,Brais Méndez,Real Sociedad,0.07,0.0,Off Target,11,Head,,Sheraldo Becker,Pass (Live),Javi López,Pass (Live)
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,18,Beñat Turrientes,Real Sociedad,0.03,0.06,Saved,27,Right Foot,,Brais Méndez,Pass (Live),Jon Pacheco,Pass (Live)
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,25,Sheraldo Becker,Real Sociedad,0.07,0.06,Saved,13,Left Foot,,Mikel Oyarzabal,Pass (Live),,
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,26,Mikel Oyarzabal,Real Sociedad,0.16,0.0,Blocked,4,Head,,Sheraldo Becker,Pass (Live),Takefusa Kubo,Pass (Live)
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,30,Aritz Elustondo,Real Sociedad,0.22,0.0,Off Target,4,Head,,Urko González,Pass (Live),Hamari Traoré,Pass (Live)
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,34,Isaac Palazón Camacho,Rayo Vallecano,0.01,0.0,Off Target,32,Left Foot,Volley,Andrei Ratiu,Pass (Dead),,
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,38,Florian Lejeune,Rayo Vallecano,0.03,0.07,Saved,39,Right Foot,Free kick,Isaac Palazón Camacho,Fouled,Jorge de Frutos,Pass (Live)
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,40,Florian Lejeune,Rayo Vallecano,0.07,0.0,Blocked,9,Head,,Isaac Palazón Camacho,Pass (Dead),,
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,40,Andrei Ratiu,Rayo Vallecano,0.08,0.0,Off Target,9,Head,,Isaac Palazón Camacho,Pass (Live),Unai López,Pass (Live)
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,53,Mikel Oyarzabal,Real Sociedad,0.04,0.0,Blocked,21,Left Foot,,Aritz Elustondo,Pass (Live),Jon Pacheco,Pass (Dead)
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,53,Brais Méndez,Real Sociedad,0.05,0.04,Saved,16,Left Foot,Volley,Mikel Oyarzabal,Shot,,
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,54,Sheraldo Becker,Real Sociedad,0.06,0.0,Off Target,19,Right Foot,,Takefusa Kubo,Pass (Live),Takefusa Kubo,Tackle
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,61,Javi López,Real Sociedad,0.02,0.0,Off Target,23,Left Foot,Volley,Takefusa Kubo,Pass (Dead),,
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,62,Alfonso Espino,Rayo Vallecano,0.02,0.0,Blocked,31,Left Foot,,Andrei Ratiu,Pass (Dead),Dani Cárdenas,Pass (Dead)
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,65,Gerard Gumbau,Rayo Vallecano,0.15,0.12,Saved,16,Right Foot,,Gerard Gumbau,Take-On,,
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,67,Jorge de Frutos,Rayo Vallecano,0.15,0.25,Goal,14,Right Foot,,Jorge de Frutos,Take-On,Abdul Mumin,Pass (Live)
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,77,Martín Zubimendi,Real Sociedad,0.08,0.0,Off Target,21,Left Foot,Volley,Ander Barrenetxea,Pass (Live),Jon Pacheco,Pass (Live)
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,84,Sergio Camello,Rayo Vallecano,0.23,0.56,Goal,15,Left Foot,,Pathé Ciss,Pass (Live),,
ESP-La Liga,2425,2024-08-18 Real Sociedad-Rayo Vallecano,90+8,Martín Zubimendi,Real Sociedad,0.28,0.45,Goal,14,Left Foot,,Luka Sučić,Pass (Live),Jon Aramburu,Pass (Live)
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,3,Eray Cömert,Valladolid,0.02,0.0,Off Target,34,Right Foot,,Raúl Moro,Pass (Live),Raúl Moro,Take-On
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,14,Mamadou Sylla,Valladolid,0.07,0.0,Blocked,12,Right Foot,,Luis Pérez,Pass (Live),Javi Sánchez,Pass (Live)
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,14,Eray Cömert,Valladolid,0.18,0.0,Blocked,8,Head,,Javi Sánchez,Pass (Live),Selim Amallah,Pass (Dead)
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,19,Álvaro Tejero,Espanyol,0.05,0.0,Off Target,10,Right Foot,Volley,Leandro Cabrera,Pass (Live),Carlos Romero,Pass (Dead)
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,20,Alejo Véliz,Espanyol,0.05,0.63,Saved,11,Head,,Álvaro Tejero,Pass (Live),Leandro Cabrera,Pass (Live)
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,23,Raúl Moro,Valladolid,0.05,0.14,Goal,22,Right Foot,Deflected,Amath,Pass (Live),,
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,43,Selim Amallah,Valladolid,0.02,0.0,Off Target,49,Right Foot,,Selim Amallah,Tackle,,
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,45,Selim Amallah,Valladolid,0.16,0.0,Blocked,15,Right Foot,,Raúl Moro,Pass (Live),Selim Amallah,Pass (Live)
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,45+3,Amath,Valladolid,0.03,0.0,Woodwork,12,Head,,Lucas Oliveira Rosa,Pass (Live),Amath,Pass (Live)
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,45+4,Javi Puado,Espanyol,0.03,0.0,Off Target,31,Right Foot,,Pere Milla,Pass (Live),Javi Puado,Pass (Live)
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,53,Sergi Gómez,Espanyol,0.27,0.18,Saved,5,Head,,Carlos Romero,Pass (Dead),Javi Puado,Fouled
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,57,Eray Cömert,Valladolid,0.01,0.0,Off Target,31,Right Foot,,Luis Pérez,Pass (Live),Kike Pérez,Pass (Live)
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,57,Alex Král,Espanyol,0.03,0.0,Blocked,24,Right Foot,,Álvaro Tejero,Pass (Live),Irvin Cardona,Pass (Live)
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,59,Mamadou Sylla,Valladolid,0.02,0.0,Off Target,14,Head,,Luis Pérez,Pass (Live),Amath,Pass (Live)
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,59,Lucas Oliveira Rosa,Valladolid,0.04,0.0,Blocked,16,Right Foot,,Mamadou Sylla,Shot,,
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,61,Kike Pérez,Valladolid,0.02,0.0,Blocked,28,Left Foot,,Amath,Pass (Live),Raúl Moro,Pass (Live)
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,63,Mamadou Sylla,Valladolid,0.16,0.0,Off Target,10,Head,,Kike Pérez,Pass (Dead),Kike Pérez,Fouled
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,76,Irvin Cardona,Espanyol,0.09,0.0,Off Target,21,Right Foot,,Antoniu,Pass (Live),Irvin Cardona,Pass (Live)
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,81,Javi Puado,Espanyol,0.06,0.0,Off Target,15,Left Foot,,Carlos Romero,Pass (Live),Leandro Cabrera,Pass (Live)
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,90+1,Javi Puado,Espanyol,0.02,0.0,Off Target,16,Head,,Jofre,Pass (Live),Alex Král,Pass (Live)
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,90+2,Antoniu,Espanyol,0.01,0.0,Blocked,35,Right Foot,,Álvaro Aguado,Pass (Live),Antoniu,Pass (Live)
ESP-La Liga,2425,2024-08-19 Valladolid-Espanyol,90+7,Álvaro Aguado,Espanyol,0.05,0.0,Blocked,26,Right Foot,Free kick,Antoniu,Fouled,Sergi Gómez,Pass (Live)
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,13,Samuel Lino,Atlético Madrid,0.05,0.05,Saved,13,Head,,Marcos Llorente,Pass (Live),Pablo Barrios,Pass (Live)
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,18,Arnaut Danjuma,Villarreal,0.06,0.6,Goal,9,Left Foot,,Diego Conde,Pass (Live),Raúl Albiol,Pass (Live)
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,20,Marcos Llorente,Atlético Madrid,0.05,0.2,Goal,11,Right Foot,,Antoine Griezmann,Pass (Live),Pablo Barrios,Pass (Live)
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,25,Yeremi Pino,Villarreal,0.1,0.0,Blocked,15,Right Foot,,Yeremi Pino,Take-On,Yeremi Pino,Pass (Live)
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,36,Samuel Lino,Atlético Madrid,0.52,0.0,Woodwork,10,Right Foot,,Koke,Pass (Live),Marcos Llorente,Pass (Live)
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,36,Arnaut Danjuma,Villarreal,0.39,0.0,Blocked,11,Right Foot,,Yeremi Pino,Pass (Live),Gerard Moreno,Pass (Live)
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,42,Antoine Griezmann,Atlético Madrid,0.13,0.04,Saved,13,Left Foot,Volley,Koke,Pass (Live),,
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,45+1,Gerard Moreno,Villarreal,0.04,0.07,Saved,16,Left Foot,,Yeremi Pino,Pass (Live),Yeremi Pino,Take-On
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,45+2,Arnaut Danjuma,Villarreal,0.02,0.0,Off Target,13,Left Foot,Volley,Gerard Moreno,Pass (Live),Alex Baena,Pass (Live)
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,45+5,Alexander Sørloth,Atlético Madrid,0.15,0.09,Goal,10,Head,,Pablo Barrios,Pass (Live),Marcos Llorente,Pass (Live)
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,56,Alex Baena,Villarreal,0.05,0.0,Off Target,28,Right Foot,Free kick,Alex Baena,Fouled,Sergi Cardona,Pass (Live)
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,58,Gerard Moreno,Villarreal,0.05,0.09,Saved,10,Head,,Alex Baena,Pass (Dead),,
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,61,Pablo Barrios,Atlético Madrid,0.02,0.0,Off Target,22,Right Foot,Volley,Samuel Lino,Pass (Live),Antoine Griezmann,Pass (Dead)
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,62,Samuel Lino,Atlético Madrid,0.09,0.0,Off Target,10,Right Foot,,Ángel Correa,Pass (Live),Pablo Barrios,Pass (Live)
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,75,Ángel Correa,Atlético Madrid,0.06,0.0,Blocked,13,Right Foot,,Ángel Correa,Take-On,Rodrigo De Paul,Pass (Live)
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,83,Nicolas Pépé,Villarreal,0.04,0.0,Woodwork,27,Left Foot,Free kick,Ilias Akhomach,Fouled,Kiko Femenía,Pass (Live)
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,83,Nicolas Pépé,Villarreal,0.03,0.0,Off Target,23,Left Foot,,Kiko Femenía,Pass (Live),Ilias Akhomach,Pass (Live)
ESP-La Liga,2425,2024-08-19 Villarreal-Atlético Madrid,85,Pablo Barrios,Atlético Madrid,0.03,0.0,Off Target,27,Right Foot,,Rodrigo De Paul,Pass (Live),Samuel Lino,Pass (Live)
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,8,Domingos André Ribeiro Almeida,Valencia,0.01,0.02,Saved,29,Right Foot,Volley,Javier Guerra,Fouled,Diego López,Pass (Live)
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,14,Hugo Duro,Valencia,0.02,0.0,Blocked,14,Head,Deflected,José Luis García Vayá,Pass (Dead),José Luis García Vayá,Pass (Live)
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,14,Rafa Mir,Valencia,0.02,0.0,Off Target,14,Right Foot,Volley,Yarek Gasiorowski,Pass (Live),Hugo Duro,Shot
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,14,Diego López,Valencia,0.39,0.42,Goal,5,Head,,Rafa Mir,Shot,,
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,19,Thierry Correia,Valencia,0.07,0.08,Saved,15,Right Foot,,Thierry Correia,Take-On,Javier Guerra,Pass (Live)
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,23,Óscar Mingueza,Celta Vigo,0.11,0.33,Goal,7,Right Foot,Volley,Iago Aspas,Pass (Live),Hugo Álvarez,Pass (Live)
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,26,Williot Swedberg,Celta Vigo,0.07,0.0,Off Target,16,Left Foot,,Iago Aspas,Pass (Live),Damián Rodríguez,Pass (Live)
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,28,Iago Aspas,Celta Vigo,0.19,0.24,Goal,20,Left Foot,,Óscar Mingueza,Pass (Live),Fran Beltrán,Pass (Live)
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,42,Jesus Vazquez,Valencia,0.04,0.13,Saved,18,Left Foot,,Yarek Gasiorowski,Pass (Live),Domingos André Ribeiro Almeida,Pass (Live)
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,43,Hugo Duro,Valencia,0.01,0.0,Off Target,15,Head,,Domingos André Ribeiro Almeida,Pass (Dead),Javier Guerra,Pass (Live)
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,44,Javier Guerra,Valencia,0.02,0.0,Blocked,27,Left Foot,,Diego López,Take-On,Thierry Correia,Pass (Live)
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,45+5,Iago Aspas (pen),Celta Vigo,0.79,0.8,Saved,13,Left Foot,,,Fouled,Anastasios Douvikas,Fouled
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,45+5,Hugo Duro,Valencia,0.03,0.0,Off Target,16,Left Foot,Volley,Giorgi Mamardashvili,Pass (Live),,
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,50,Javi Rodríguez,Celta Vigo,0.1,0.0,Off Target,3,Head,,Damián Rodríguez,Pass (Dead),Sergio Carreira,Take-On
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,55,Williot Swedberg,Celta Vigo,0.04,0.06,Saved,22,Right Foot,,Williot Swedberg,Take-On,Iago Aspas,Pass (Live)
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,60,Fran Beltrán,Celta Vigo,0.02,0.46,Goal,25,Right Foot,,,,,
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,69,Luis Rioja,Valencia,0.01,0.0,Off Target,33,Left Foot,Volley,,,,
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,82,Rafa Mir,Valencia,0.06,0.0,Woodwork,10,Head,,Dimitri Foulquier,Pass (Live),Yarek Gasiorowski,Pass (Live)
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,84,Yarek Gasiorowski,Valencia,0.15,0.0,Off Target,9,Head,,José Luis García Vayá,Pass (Dead),Luis Rioja,Pass (Live)
ESP-La Liga,2425,2024-08-23 Celta Vigo-Valencia,84,Martín Tejón,Valencia,0.08,0.0,Blocked,12,Left Foot,Volley,Alberto Marí,Pass (Live),Domingos André Ribeiro Almeida,Pass (Live)
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,2,Arnaut Danjuma,Villarreal,0.29,0.39,Goal,18,Right Foot,,Alex Baena,Pass (Live),Sergi Cardona,Pass (Live)
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,6,Nicolas Pépé,Villarreal,0.23,0.22,Saved,11,Right Foot,,Alex Baena,Pass (Live),Santi Comesaña,Pass (Live)
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,14,Saúl Ñíguez,Sevilla,0.1,0.0,Off Target,8,Head,,Dodi Lukebakio,Pass (Dead),,
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,16,Isaac Romero,Sevilla,0.04,0.01,Saved,27,Left Foot,,Saúl Ñíguez,Tackle,,
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,18,Saúl Ñíguez,Sevilla,0.06,0.0,Blocked,11,Head,,Adrià Pedrosa,Pass (Dead),Isaac Romero,Fouled
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,18,Loïc Bade,Sevilla,0.03,0.09,Saved,6,Right Foot,,Saúl Ñíguez,Shot,,
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,19,Adrià Pedrosa,Sevilla,0.03,0.0,Off Target,22,Left Foot,,Loïc Bade,Shot,,
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,34,Kike Salas,Sevilla,0.04,0.0,Off Target,8,Head,,Dodi Lukebakio,Pass (Dead),Lucien Agoume,Pass (Live)
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,36,Adrià Pedrosa,Sevilla,0.03,0.0,Off Target,29,Right Foot,,Adrià Pedrosa,Take-On,Lucien Agoume,Pass (Live)
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,37,Saúl Ñíguez,Sevilla,0.05,0.0,Off Target,19,Left Foot,,Isaac Romero,Pass (Live),Isaac Romero,Take-On
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,45+4,Ilias Akhomach,Villarreal,0.02,0.02,Saved,29,Left Foot,,Arnaut Danjuma,Pass (Live),Pape Gueye,Pass (Live)
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,45+7,Dodi Lukebakio,Sevilla,0.04,0.12,Goal,12,Right Foot,,Lucas Ocampos,Pass (Live),Saúl Ñíguez,Pass (Live)
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,48,Arnaut Danjuma,Villarreal,0.03,0.08,Saved,13,Left Foot,,Alex Baena,Pass (Live),Sergi Cardona,Pass (Live)
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,50,Nicolas Pépé,Villarreal,0.04,0.0,Off Target,12,Head,,Sergi Cardona,Pass (Live),Santi Comesaña,Pass (Live)
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,60,Carmona,Sevilla,0.01,0.0,Off Target,30,Right Foot,,Dodi Lukebakio,Pass (Live),Juanlu Sánchez,Pass (Live)
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,60,Carmona,Sevilla,0.04,0.02,Saved,22,Right Foot,,,,,
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,60,Isaac Romero,Sevilla,0.34,0.3,Saved,10,Left Foot,,Carmona,Shot,,
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,63,Nicolas Pépé,Villarreal,0.02,0.03,Saved,14,Left Foot,Volley,Santi Comesaña,Pass (Live),Ilias Akhomach,Pass (Live)
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,64,Saúl Ñíguez,Sevilla,0.05,0.08,Saved,25,Left Foot,Free kick,Dodi Lukebakio,Fouled,Ørjan Nyland,Pass (Live)
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,64,Kike Salas,Sevilla,0.07,0.0,Off Target,14,Left Foot,,Saúl Ñíguez,Pass (Live),Carmona,Pass (Live)
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,86,Adrià Pedrosa,Sevilla,0.02,0.0,Blocked,29,Left Foot,,Chidera Ejuke,Pass (Live),Chidera Ejuke,Take-On
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,90+2,Kelechi Iheanacho,Sevilla,0.1,0.13,Saved,13,Left Foot,,Jesús Navas,Pass (Live),Carmona,Pass (Live)
ESP-La Liga,2425,2024-08-23 Sevilla-Villarreal,90+5,Ayoze Pérez,Villarreal,0.17,0.16,Goal,13,Right Foot,Volley,Kiko Femenía,Pass (Live),Daniel Parejo,Pass (Live)
